Unnamed: 0,ID,Stock,Date,User_Name,User_ID,User_Followers,User_Verified,User_Lists,Likes,Retweets,Replies,URL,Text
0,1345156137113554944,TSLA,2021-01-01 23:53:09+00:00,"Dr. Parik Patel, BA, CFA, ACCA Esq. 💸",1295526279194828800,383020,0,2034,2449,142,129,https://twitter.com/ParikPatelCFA/status/1345156137113554944,"P E ratios are very useful for determining the quality of a company High quality companies tend to have higher P E ratios because investors are willing to pay more for that company s earnings has a P E ratio of 1,349 That makes it one of the best companies in the world"
1,1345155267495923719,TSLA,2021-01-01 23:49:42+00:00,Christopher Bloomstran,1030541912116211712,59681,0,860,144,12,4,https://twitter.com/ChrisBloomstran/status/1345155267495923719,"It was widely reported this week that total margin debt reached a new high of $ 722B The WSJ s 12 28 lead Business and Finance story profiled a retail investor , a civil engineer , who had parlayed a $ 23k option investment in into a $ 2m position Oh boy 2"
2,1345152467563143171,TSLA,2021-01-01 23:38:34+00:00,Dennis Coyle,60407575,17537,0,144,49,3,15,https://twitter.com/DCDOWORK/status/1345152467563143171,"I became debt free in 2020 This year my accountant is going to tell me I need expenses to off set my gains So do I buy a Cybertruck import a to America or order a 1st EV Commercial Vehicle , 7 added to my fleet Long"
3,1345145702733660160,TSLA,2021-01-01 23:11:41+00:00,Mark,952755407788826624,16286,0,95,111,3,8,https://twitter.com/CodingMark/status/1345145702733660160,How long until we can use s meme again
4,1345139498926149634,TSLA,2021-01-01 22:47:02+00:00,Gary Black,1161703589942878208,98793,0,1157,566,40,23,https://twitter.com/garyblack00/status/1345139498926149634,"MIC Y announcement came 2 weeks earlier than I expected , and with orders apparently 100K in 24 hours , we may not get a pullback Depends on 4Q delivs likely before market open Monday If 4Q delivs are blowout 4Q 191K , FY 20 510K , plus MIC news , likely moves higher"
5,1345137053386772480,TSLA,2021-01-01 22:37:19+00:00,Gali,348844712,69490,0,598,3191,54,74,https://twitter.com/Gfilche/status/1345137053386772480,yo how hard did you sandbag the Plaid Model S timeline I hope you don t put in the horizontal touchscreen and don t do a steeZ exterior refresh .. otherwise my fomo will make me get it
6,1345135057363738625,TSLA,2021-01-01 22:29:23+00:00,stevenmarkryan,31263848,72200,0,483,417,32,45,https://twitter.com/stevenmarkryan/status/1345135057363738625,"Will be interesting to watch these stocks Monday Tesla has just swung around their giant ... manufacturing advantage and slapped everyone square in the face How will the stocks react If at all 30 price drops on MIC Model Y , 100k orders rumored"
7,1345132134500093953,TSLA,2021-01-01 22:17:46+00:00,Pierre Ferragu,981179219207213057,28869,0,339,421,28,62,https://twitter.com/p_ferragu/status/1345132134500093953,"The case for quantumscape escapes me Battery performance is about manufacturing experience first and introducing architecture and chemistry innovation second The day solid state flies , will be best positioned to adopt What I am missing"
8,1345131007754682368,TSLA,2021-01-01 22:13:18+00:00,Bennett,748198065991913473,1269,0,15,80,3,5,https://twitter.com/_bennettm_/status/1345131007754682368,Just tried this on a brand new 2021 with premium interior
9,1345130691995049985,TSLA,2021-01-01 22:12:02+00:00,JC Finance & Investing📈📊,1257081948700315650,2780,0,47,370,41,12,https://twitter.com/JC_finance/status/1345130691995049985,What a year for Remember the Covid dip Remeber the price is too high imo tweet Remember the recalls Remember the competition is coming Only profitable due to ZEV credits Remember the price cuts because no demand Remember the dilution because capital raises
